,STATE,CONG_DISTRICT,agi_stub,N1,A00200,A04800,A00650,A01000,A04470,A04475,A00900,A26270,A07180,TOTAL_DIST_POP,TOTAL_INC_PROPORTION,capgains,CAPGAINS_PROPORTION,combined_capgains_dividends,CAPGAINS_DIVS_PROPORTION,CDCTC,ADDITIONAL_CTC,CDCTC_PROPORTION,ADDITIONAL_CTC_PROPORTION,comb_passthrough,PASSTHROUGH_PROPORTION,EITC,EITC_PROPORTION,PREMIUM_TAX_CR,PREMIUM_TAX_CR_PROPORTION,MARGINAL_RATE_TOTAL,MARGINAL_RATE_PER_FILER,CAP_GAINS_AT_DEATH_TOTAL,CAP_GAINS_AT_DEATH_PER_FILER,NIT_TOTAL,NIT_PER_FILER,PASSTHROUGH_LIMIT_TOTAL,PASSTHROUGH_LIMIT_PER_FILER,1031_LIMIT_TOTAL,1031_LIMIT_PER_FILER,CARRIED_INTEREST_TOTAL,CARRIED_INTEREST_PER_FILER,ADDITIONAL_CTC_TOTAL,ADDITIONAL_CTC_PER_FILER,EITC_TOTAL,EITC_PER_FILER,CDCTC_TOTAL,CDCTC_PER_FILER,PREM_TAX_CREDIT_TOTAL,PREM_TAX_CREDIT_PER_FILER,NET_TAX_CHANGE_PER_FILER,avg_tax_paid,pct_change
20,AL,1,9,1820,735682,1937831,69141,443514,171523,99778,69615,717130,48,300380,0.0008778001411656528,443514,0.0007109227527882924,512655,0.0006936030060413741,7506,94549,0.002004701674430679,0.002704112147223318,786745,0.0014402103082504778,218251,0.003456333257856546,141538,0.0033583258568360146,23788383.82558919,79.19429997199944,-2496970.821748947,-8.312706644080654,20883049.46963193,69.52210356758748,0.0,0.0,426553.65167297545,1.4200467796556877,426553.65167297545,1.4200467796556877,-274737794.1578891,-914.6341106528035,-41475999.09427855,-138.07843096836856,-16037613.395445433,-53.39108261350766,-73883168.85039233,-245.96567298219696,-1208.8255067620591,6.67679605832612,-181.04873897632766
30,AL,2,9,1140,396217,1117804,56358,206409,109170,60605,38183,421980,12,280070,0.0005063436950877199,206409,0.00033085957710529695,262767,0.00035551390523543854,8153,94555,0.0021775023649924495,0.0027042837479053275,460163,0.0008423714114172504,206028,0.003262763645754972,100821,0.002392218140796562,13721914.13687721,48.994587556243836,-1279850.0588475787,-4.569750629655367,12214385.46555013,43.61190225854297,0.0,0.0,198515.74626317818,0.708807606181234,198515.74626317818,0.708807606181234,-274755228.78718126,-981.0234183853368,-39153163.74905967,-139.79777823065544,-17420018.919939596,-62.19880358460241,-52628799.09752437,-187.91301852224217,-1281.4786643253428,5.4013603741921665,-237.25109519599536
40,AL,3,9,1170,438141,1165280,45797,238923,119751,58326,44356,397143,22,284970,0.0005278494092093232,238923,0.0003829773059349585,284720,0.00038521549166613034,8763,89979,0.0023404210995251855,0.0025734096277592244,441499,0.0008082052137379682,188799,0.0029899164849190064,106162,0.002518946075353792,14304718.989572657,50.197280378891314,-1386775.7699980692,-4.866392146534966,11718975.59920054,41.12354142260778,0.0,0.0,229786.3835609751,0.8063528917464123,229786.3835609751,0.8063528917464123,-261458418.1803372,-917.4945368998042,-35878997.81902808,-125.90447352011819,-18723368.796201482,-65.70294696354523,-55416813.65778343,-194.46543024803813,-1215.5002521930487,5.428364389233955,-223.9164811050164
50,AL,4,9,1220,416308,1390523,51999,391385,168660,68989,42645,564576,26,270680,0.0006298801524457432,391385,0.000627363514116907,443384,0.0005998819385954465,5541,88680,0.001479889685321129,0.0025362580801041134,607221,0.001111574835030618,166813,0.0026417350653276457,124980,0.002965447905066944,17069752.13127964,63.06248016580331,-2159574.9789436073,-7.978332270369467,16117835.10794396,59.545718590010196,0.0,0.0,376418.10847014416,1.3906387929294524,376418.10847014416,1.3906387929294524,-257683820.93857792,-951.9869252939926,-31700820.783931747,-117.1154898179834,-11839117.482569031,-43.738427229825,-65239853.91147277,-241.02207001430756,-1236.4517682848057,5.435111570858578,-227.49335541045477
60,AL,5,9,1970,814443,1923846,63866,375091,156345,111191,59121,722401,43,322510,0.0008714652053667097,375091,0.0006012453412206005,438957,0.0005938923734732002,8199,76458,0.002189788040055574,0.0021867074908502515,781522,0.001430649118233392,146407,0.0023185753251210913,135026,0.003203813160742272,23616707.065437835,73.22782879736391,-2138012.5445035207,-6.629290702624789,20744412.214384183,64.32176433097945,0.0,0.0,360747.2047323603,1.1185612995949283,360747.2047323603,1.1185612995949283,-222169481.07038555,-688.876255218088,-27822903.901453096,-86.26989520155374,-17518304.32044459,-54.31863917535764,-70483889.53632998,-218.54791955700594,-914.8552841270969,7.857083501286782,-116.43700668031182
70,AL,6,9,4670,2234543,5558409,284534,1317243,538627,261448,149581,1903640,170,312440,0.0025178522816780386,1317243,0.0021114508666042306,1601777,0.002167144263116392,10916,65643,0.0029154441084579394,0.0018773972615276763,2053221,0.0037586130821503213,115197,0.0018243179747414698,110991,0.0026335255915449288,68233796.83347484,218.39008076262593,-7801719.347219012,-24.97029620797277,54499889.69117966,174.4331381743044,0.0,0.0,1266870.5199625383,4.054764178602414,1266870.5199625383,4.054764178602414,-190743561.77121192,-610.4966130175775,-21891815.696897637,-70.0672631445962,-23323552.867663514,-74.64970191929174,-57937563.013988435,-185.43580531938431,-564.6869323146874,12.46416912047113,-45.30481950756321
80,AL,7,9,670,233166,794089,45068,218707,72088,47770,19556,284229,11,259380,0.00035970703136552776,218707,0.00035057243400223915,263775,0.0003568776914661194,6764,109344,0.00180652839406463,0.0031272508289456945,303785,0.0005561068560866246,278988,0.004418195119119189,78114,0.0018534405317362718,9748060.550005803,37.58215957284988,-1284759.6892780298,-4.953194885025946,8063549.413256056,31.087783997440265,0.0,0.0,210343.4604013435,0.8109471061814462,210343.4604013435,0.8109471061814462,-317728684.22088253,-1224.9544460670927,-53018341.42943027,-204.40412302193795,-14452227.152517041,-55.718355896819496,-40775691.69819798,-157.2044556180044,-1576.9427377062275,3.938715398257383,-400.36981052348153
90,AK,0,9,2500,872573,2364302,97911,462994,109244,102829,97990,807977,77,348970,0.0010709832949097394,462994,0.0007421478668192271,560905,0.0007588834481349776,8024,70000,0.002143049058837166,0.0020020079567804236,905967,0.001658457330310025,96852,0.0015337972732767419,97613,0.0023161007069715123,29023647.292053938,83.16946239520284,-2731980.4132859195,-7.828697060738515,24047631.289495364,68.91031117143412,0.0,0.0,445288.7200915363,1.2760085969898165,445288.7200915363,1.2760085969898165,-203404008.40889105,-582.869611739952,-18405567.279320903,-52.7425488704499,-17144392.47069733,-49.12855681203923,-50954215.55337327,-146.01316890670623,-683.9507926292694,9.095039688225349,-75.20041869797754
110,AZ,1,9,1320,445502,1396948,59380,434553,87042,47362,35519,299519,28,297640,0.0006327905537691762,434553,0.0006965588797476762,493933,0.0006682728415465255,4853,98116,0.0012961387191596171,0.0028061287526781145,335038,0.0006133183957389289,162105,0.002567176795363299,74237,0.0017614494809445888,17148624.007144675,57.61532054543971,-2405782.229567492,-8.082859258055006,8893116.738214469,29.87876877507885,0.0,0.0,417935.3278486057,1.4041638484363852,417935.3278486057,1.4041638484363852,-285102681.27209646,-957.8775744929998,-30806121.54435959,-103.50128189880255,-10369109.753276937,-34.837756192974524,-38751888.58078095,-130.1971797499696,-1144.19423457541,6.2569379115710255,-182.86808191902284
120,AZ,2,9,2330,837634,2350804,154445,673009,201345,73504,77017,546331,64,332810,0.0010648689607364013,673009,0.001078787616470497,827454,0.0011195142576605303,6472,77457,0.0017285410654030583,0.002215279004404875,623348,0.0011410968169194833,140285,0.002221624235757937,56410,0.0013384614844361203,28857948.835956477,86.7099811783194,-4030251.327577909,-12.10976631584961,16545903.845332509,49.7157652874989,0.0,0.0,647272.5698822981,1.9448711573639559,647272.5698822981,1.9448711573639559,-225072346.8475353,-676.2787982558676,-26659490.829095248,-80.10423613802244,-13828328.523224466,-41.55021941415362,-29446152.657594647,-88.47736743966422,-758.2048987830113,7.61892671494246,-99.51597215077524
130,AZ,3,9,520,178452,607090,34724,196376,86025,33210,506,212075,0,315570,0.00027500008395998216,196376,0.00031477736103382016,231100,0.0003126696407840781,7001,156067,0.0018698263286289882,0.0044635339398692905,212581,0.0003891494036037024,283036,0.0044823012951633,60277,0.0014302152614315904,7452502.275315517,23.61600366104356,-1125610.7068226812,-3.5669129094105307,5642666.352253685,17.880870653907802,0.0,0.0,188866.4166202921,0.598492938556555,188866.4166202921,0.598492938556555,-453495048.2907199,-1437.0664140783977,-53787615.541959606,-170.44590912304594,-14958610.629031906,-47.401877963785864,-31464735.75149499,-99.70762668027692,-1715.4948805628524,3.5552175428589536,-482.52880727611534
